NAME,UID,COURSE
Daisy Smith,u0000532,BUSN0205 PHYS0137 CHEM0139 MATH0370 PHYS0395 COMP0390 COMP0474 COMP0494 CBEA0169 LAWS0154 BIOL0305 CBEA0102
Scarlett Moore,u0000533,CBEA0423 PHYS0292 LAWS0333 HIST0414 MGMT0453 CBEA0065 BUSN0058 LAWS0381 COMP0147 CHEM0206 BUSN0447 COMP0129 BUSN0101 MGMT0125 CHEM0443
Cora Martinez,u0000534,ENGN0072 HIST0041 MGMT0270 BIOL0305 LAWS0171 CHEM0469 MATH0361 CHEM0130 LAWS0254 CBEA0423 MATH0020 MATH0212 BUSN0058 CHEM0349 MGMT0468 COMP0170 PHYS0006 LAWS0444 COMP0494 HIST0174
Abigail Miller,u0000535,CHEM0269 HIST0449 MATH0051 BUSN0166 BUSN0098 HIST0498 MGMT0322 MGMT0464 CHEM0469 MATH0210 ENGN0399 COMP0290 BUSN0058 ENGN0391 LAWS0226 HIST0126 HIST0482 LAWS0421 HIST0174 HIST0263
Lucy Garcia,u0000536,CBEA0162 MATH0156 HIST0177 CBEA0326 BUSN0101 ENGN0445 CHEM0130 CHEM0443 ENGN0378 BUSN0299 HIST0153 COMP0003 BUSN0366 CBEA0231 ENGN0223 ENGN0336 BUSN0227 COMP0306 ENGN0458 COMP0242
Maya Wilson,u0000537,MGMT0322 CHEM0084 MGMT0155 ENGN0470 COMP0493 COMP0356 CBEA0021 MATH0053 CBEA0500 PHYS0398 ENGN0093 LAWS0386 BIOL0265 BUSN0411
Samantha Jones,u0000538,BIOL0286 BIOL0214 MATH0053 HIST0070 BIOL0438 COMP0047 BIOL0115 COMP0348 COMP0242 COMP0320 BUSN0273
Melody Rodriguez,u0000539,BIOL0145 CBEA0162 MGMT0209 MATH0225 CHEM0035 MATH0032 BUSN0277 BUSN0064 CHEM0472 CBEA0500 MGMT0332 CHEM0388 COMP0242 PHYS0213 MATH0079 CHEM0350 COMP0203 ENGN0419 CBEA0297 BIOL0219 BIOL0250 ENGN0173
Audrey Moore,u0000540,BIOL0247 ENGN0072 MGMT0358 CHEM0472 MATH0022 HIST0406 LAWS0465 ENGN0104 HIST0216 HIST0498 BUSN0101 PHYS0410 HIST0263 CHEM0217
Celeste Martinez,u0000541,CHEM0141 LAWS0197 LAWS0386 CBEA0162 BIOL0196 CHEM0013 BIOL0475 HIST0177 ENGN0419 MATH0450 CHEM0056 PHYS0251 CBEA0102 CHEM0025 BIOL0305 PHYS0279 CBEA0194 BUSN0273
Stella Brown,u0000542,BIOL0452 CBEA0018 BIOL0034 PHYS0261 ENGN0379 PHYS0295 BIOL0268 BIOL0184 MGMT0468 PHYS0006 CBEA0300 MATH0161 CHEM0056 BIOL0219 BIOL0255 LAWS0421 HIST0382
Mia Johnson,u0000543,CHEM0248 CHEM0349 PHYS0330 ENGN0378 COMP0372 CBEA0408 CBEA0200 CHEM0013 LAWS0117 CHEM0222 ENGN0399 CBEA0065 ENGN0419 CHEM0375 BUSN0043 HIST0174 PHYS0246
Aria Johnson,u0000544,BIOL0109 COMP0234 ENGN0436 BIOL0214 ENGN0004 PHYS0015 MATH0370 ENGN0328 MGMT0281 COMP0392 ENGN0419 LAWS0075 BUSN0193 BUSN0008 CBEA0316
Riley Williams,u0000545,MGMT0181 BIOL0315 HIST0413 COMP0356 LAWS0081 MATH0461 CHEM0037 BUSN0195 CHEM0375 CBEA0424 ENGN0138 BIOL0265
Olivia Wilson,u0000546,CHEM0141 MATH0361 LAWS0094 CBEA0359 MATH0342 MGMT0157 MGMT0209 CHEM0206 ENGN0230 BIOL0305 COMP0105 COMP0199
Grace Davis,u0000547,CBEA0245 BIOL0034 HIST0126 COMP0136 MGMT0157 ENGN0309 COMP0179 CBEA0331
Arielle Taylor,u0000548,CHEM0350 ENGN0336 MATH0053 MATH0051 BUSN0339 BUSN0098 CHEM0133 COMP0067 ENGN0138 BIOL0265 CBEA0169 MATH0068
Autumn Martinez,u0000549,ENGN0379 CBEA0201 BUSN0324 HIST0449 CHEM0222 ENGN0050 MGMT0209 CHEM0433 BUSN0101 PHYS0071 CBEA0424 BUSN0396 MATH0370 BIOL0052 HIST0158 LAWS0009 CBEA0065 HIST0126 HIST0406 BIOL0096 MGMT0468 HIST0237 CHEM0056 MATH0178
Katherine Smith,u0000550,MGMT0083 ENGN0192 CBEA0416 MATH0022 BIOL0214 CBEA0448 BIOL0082 MATH0156 CHEM0207 HIST0430 CHEM0402 MATH0051 BUSN0166 BIOL0073 ENGN0344 MATH0278 CHEM0217
Alexa Garcia,u0000551,LAWS0097 BIOL0463 MATH0140 COMP0067 ENGN0004 LAWS0026 MATH0354 CHEM0388 BUSN0208 COMP0249 HIST0414 LAWS0143 PHYS0213 ENGN0391 BUSN0425 LAWS0167 CBEA0017 CHEM0112 HIST0126 PHYS0395 PHYS0028 MATH0178
Vivian Rodriguez,u0000552,BIOL0034 BIOL0401 HIST0413 CBEA0111 COMP0372 PHYS0295 BIOL0114 HIST0177 LAWS0393 BUSN0407 BIOL0438 MATH0450 CHEM0133 CBEA0169 HIST0128 ENGN0445 COMP0105
Maria Wilson,u0000553,COMP0493 HIST0449 CBEA0200 BUSN0208 HIST0012 ENGN0351 HIST0070 PHYS0211 BUSN0066 CBEA0282 COMP0392 PHYS0251 COMP0474
Samantha Martinez,u0000554,HIST0126 ENGN0436 MATH0461 ENGN0004 ENGN0275 HIST0360 CHEM0046 ENGN0377 CHEM0440 LAWS0457 CBEA0231 LAWS0226
Hazel Jones,u0000555,MATH0308 CHEM0350 HIST0158 MATH0212 BIOL0145 BIOL0214 MATH0422 BIOL0196 MATH0053 BUSN0490 LAWS0451 BUSN0259 MATH0091 ENGN0093
Scarlett Taylor,u0000556,MGMT0083 BIOL0016 COMP0203 BIOL0145 LAWS0397 BUSN0208 BUSN0291 MGMT0362 BUSN0374 CBEA0040 BUSN0043 COMP0067 BIOL0250 BUSN0008 BUSN0380
Eden Johnson,u0000557,CHEM0394 MGMT0332 MATH0461 MATH0022 LAWS0094 ENGN0054 BIOL0115 MATH0161 COMP0129 CBEA0448 MATH0150 ENGN0344 MATH0079
Vivienne Jones,u0000558,MGMT0332 MATH0022 HIST0406 CBEA0359 CHEM0440 ENGN0050 HIST0237 BUSN0240 CBEA0282 PHYS0148 BUSN0101 CBEA0169 LAWS0045
Zoey Williams,u0000559,BIOL0109 MGMT0198 COMP0352 LAWS0097 PHYS0027 PHYS0261 PHYS0292 CBEA0162 LAWS0386 HIST0413 PHYS0303 BUSN0366 PHYS0132 ENGN0093 BUSN0193 ENGN0445 BUSN0273
Taylor Brown,u0000560,BIOL0452 BIOL0247 BIOL0286 PHYS0027 HIST0376 LAWS0094 LAWS0465 COMP0392 CHEM0133 BUSN0146 LAWS0049 CBEA0182 CBEA0331 MATH0039 CHEM0325 COMP0106
Nova Garcia,u0000561,CBEA0340 LAWS0063 BIOL0175 CHEM0480 MATH0210 BUSN0407 COMP0047 MATH0178 PHYS0132 CHEM0402 CHEM0325 CHEM0443
Chloe Garcia,u0000562,MGMT0233 ENGN0313 BUSN0396 CHEM0388 ENGN0458 ENGN0399 MGMT0236 PHYS0028 LAWS0393 CBEA0500 BUSN0374 CBEA0297 BUSN0043 BIOL0073 HIST0174 PHYS0160 BUSN0273
Avery Williams,u0000563,MATH0429 MATH0461 MATH0473 BIOL0196 MATH0370 ENGN0050 HIST0414 COMP0108 COMP0285 CHEM0056 LAWS0075 MATH0161 BUSN0031
Celeste Moore,u0000564,MGMT0198 HIST0158 CHEM0036 BIOL0175 HIST0406 BIOL0214 HIST0413 MATH0422 COMP0249 BIOL0052 ENGN0351 ENGN0399 HIST0355 CBEA0307 BUSN0043 BIOL0219 PHYS0148 CHEM0130
Isabella Rodriguez,u0000565,HIST0126 ENGN0185 CHEM0405 MGMT0107 PHYS0006 BUSN0195 MGMT0209 CHEM0462 CHEM0402 LAWS0386 HIST0311 BUSN0074 COMP0106
Brianna Wilson,u0000566,BIOL0016 ENGN0378 CBEA0200 PHYS0001 ENGN0418 CBEA0186 MGMT0044 CBEA0307 HIST0404 CBEA0048 CBEA0169 ENGN0173 PHYS0071 MATH0069
Ava Wilson,u0000567,CBEA0245 CBEA0293 HIST0126 MATH0461 COMP0306 BIOL0114 COMP0479 ENGN0346 BUSN0407 PHYS0006 CHEM0190 COMP0147 PHYS0446 MATH0288
Charlee Davis,u0000568,ENGN0445 HIST0188 CHEM0415 HIST0041 MATH0280 BIOL0486 CHEM0190 COMP0242 ENGN0173
Layla Smith,u0000569,COMP0203 CHEM0394 HIST0188 ENGN0378 HIST0449 ENGN0266 BUSN0208 ENGN0275 PHYS0495 BUSN0291 BUSN0042 MGMT0014 MATH0278 CBEA0316
Lia Williams,u0000570,BIOL0016 COMP0092 MATH0244 CHEM0046 BUSN0195 HIST0498 MATH0161 HIST0263
Katherine Garcia,u0000571,PHYS0137 MGMT0061 HIST0449 ENGN0377 LAWS0095 HIST0070 BUSN0195 HIST0355 CHEM0238 CBEA0307 BIOL0250 CBEA0118
Ava Jones,u0000572,CHEM0350 PHYS0295 MATH0342 MATH0156 BIOL0184 HIST0189 LAWS0026 ENGN0418 MGMT0434 CBEA0471 CHEM0375 COMP0047 CBEA0231 CBEA0131 CBEA0448 LAWS0264 ENGN0223
Brielle Smith,u0000573,MGMT0181 MGMT0198 MATH0422 BUSN0454 CBEA0241 HIST0432 COMP0352 PHYS0027 CHEM0317 COMP0199 CHEM0467 BUSN0384 LAWS0094 BUSN0400 MATH0429 MGMT0083 ENGN0313 BIOL0184 LAWS0341 BIOL0219 HIST0263
Sadie Garcia,u0000574,BUSN0208 HIST0012 HIST0355 CBEA0282 BUSN0101 LAWS0254
Josephine Brown,u0000575,BIOL0401 MATH0422 ENGN0367 PHYS0279 BIOL0265 HIST0432 BUSN0318 LAWS0386 BIOL0431 HIST0485 BIOL0214 BUSN0400 HIST0224 MGMT0125 ENGN0391 COMP0136 MGMT0453 LAWS0341 CHEM0402
Serenity Jones,u0000576,MGMT0181 ENGN0135 CHEM0349 CHEM0141 BIOL0286 LAWS0386 BIOL0214 ENGN0275 MATH0342 MGMT0468 LAWS0341 BIOL0438 CBEA0282 MATH0091 CBEA0102 BUSN0456 PHYS0071
Sadie Martinez,u0000577,MGMT0296 COMP0390 CHEM0190 BUSN0066 MGMT0281 COMP0179 MATH0150 MATH0225 ENGN0138 MATH0354
Lillian Miller,u0000578,LAWS0124 ENGN0275 COMP0479 HIST0430 BIOL0265 BUSN0064 MGMT0159 HIST0189 CBEA0038 LAWS0063 HIST0158 HIST0485 BIOL0214 CHEM0405 ENGN0399 CHEM0133 MATH0079 MATH0059 MGMT0044 CHEM0402
Haley Taylor,u0000579,CHEM0084 CHEM0350 CHEM0248 CHEM0319 BIOL0475 CBEA0011 HIST0153 BUSN0240 CHEM0469 BUSN0380 COMP0392 CBEA0297 BUSN0043 MGMT0014 ENGN0230 MGMT0125
Ella Brown,u0000580,LAWS0097 BIOL0145 HIST0334 CHEM0462 CBEA0448 ENGN0344 COMP0106 BUSN0277 BUSN0064 CHEM0472 LAWS0386 LAWS0254 BIOL0109 CBEA0423 CHEM0248 BIOL0175 ENGN0378 LAWS0385 MGMT0157 LAWS0218 HIST0376 HIST0481 MGMT0453 CBEA0307
Madeline Taylor,u0000581,COMP0234 CHEM0248 HIST0256 BIOL0145 MATH0156 LAWS0026 MATH0023 COMP0290 HIST0430 ENGN0138 MATH0059 PHYS0279 HIST0263 CBEA0038
Violet Wilson,u0000582,ENGN0060 HIST0158 ENGN0378 BUSN0165 ENGN0152 CBEA0011 PHYS0276 LAWS0393 ENGN0458 HIST0355 COMP0151 BIOL0219 BIOL0073 PHYS0148 CBEA0194
Clara Moore,u0000583,BIOL0315 ENGN0192 BUSN0064 BIOL0127 COMP0343 COMP0372 BIOL0214 CBEA0359 ENGN0379 MATH0473 HIST0012 BUSN0497 BUSN0098 MGMT0044 MATH0140 COMP0147
Camila Miller,u0000584,MGMT0322 BUSN0384 LAWS0081 COMP0136 CBEA0162 HIST0406 BUSN0042 ENGN0387
Serena Jones,u0000585,CBEA0017 CHEM0248 LAWS0081 CHEM0415 HIST0041 CBEA0200 BIOL0475 COMP0479 HIST0189 LAWS0026 PHYS0028 PHYS0211 CBEA0500 MATH0033 BUSN0259 BUSN0193
Aubree Miller,u0000586,COMP0372 LAWS0094 CHEM0437 MGMT0420 CHEM0222 LAWS0228 MATH0357 BUSN0339 MGMT0044 PHYS0495 BIOL0250 CBEA0316
Quinn Smith,u0000587,ENGN0470 BIOL0488 BIOL0016 HIST0158 BIOL0286 MGMT0358 MATH0342 LAWS0117 PHYS0276 ENGN0455 COMP0483 ENGN0054 CBEA0297 BIOL0255 ENGN0344 CHEM0317 LAWS0254
Audrey Martinez,u0000588,ENGN0313 BUSN0318 COMP0136 MATH0422 MATH0342 BUSN0208 LAWS0465 CBEA0186 COMP0108 MGMT0014 CBEA0123 COMP0105 MATH0068 COMP0106
Stella Martinez,u0000589,BIOL0016 LAWS0117 MATH0051 CHEM0238 COMP0067 PHYS0279 BIOL0005 BIOL0175 HIST0485 LAWS0144 LAWS0009 COMP0249 BUSN0339 HIST0128 BIOL0221 ENGN0313 LAWS0421 BIOL0073 BUSN0031
Emerson Davis,u0000590,ENGN0327 HIST0188 LAWS0197 ENGN0455 MGMT0453 MATH0023 BIOL0438 MGMT0362 BUSN0042 HIST0216 PHYS0398 BIOL0172 HIST0077 HIST0263 CHEM0220
Adalyn Martinez,u0000591,BIOL0452 CBEA0018 HIST0485 CHEM0480 MATH0354 ENGN0275 COMP0187 HIST0189 MGMT0434 BIOL0438 CHEM0469 COMP0474 CBEA0326 CBEA0307 CHEM0130
Emersyn Johnson,u0000592,LAWS0167 CBEA0416 BUSN0191 BIOL0145 ENGN0185 MATH0244 MATH0053 CHEM0046 COMP0347 MATH0057 BUSN0166 CBEA0326 BUSN0074 LAWS0254
Bailey Martinez,u0000593,LAWS0167 LAWS0171 HIST0126 CHEM0405 MATH0370 HIST0360 LAWS0218 MATH0059 HIST0128 PHYS0246 MATH0079
Ivy Jones,u0000594,PHYS0410 BIOL0255 CBEA0359 MATH0342 CHEM0013 MGMT0468 MGMT0453 BUSN0058 CBEA0239 BIOL0338 COMP0474 CHEM0462 LAWS0075 CBEA0169 LAWS0154 LAWS0226 HIST0432
Leah Moore,u0000595,MGMT0428 HIST0128 LAWS0226
Ariana Smith,u0000596,MGMT0181 MGMT0358 MATH0361 CHEM0415 LAWS0144 CHEM0319 MATH0370 COMP0235 LAWS0026 CBEA0500 MATH0029 CBEA0182 CHEM0130 CHEM0217
Elena Wilson,u0000597,COMP0203 LAWS0171 ENGN0379 PHYS0499 PHYS0295 LAWS0026 BUSN0195 PHYS0211 MATH0029 COMP0285 MATH0450 ENGN0223
Zoe Wilson,u0000598,PHYS0137 MGMT0061 COMP0136 MGMT0107 BIOL0114 COMP0235 ENGN0346 COMP0108 BUSN0163 ENGN0309 COMP0494 COMP0179 HIST0498 COMP0067 CBEA0169 MATH0354
Autumn Davis,u0000599,PHYS0261 LAWS0397 ENGN0272 COMP0187 CHEM0222 LAWS0026 COMP0229 BUSN0146 MATH0140 BIOL0073 COMP0474 HIST0128 CHEM0130
Melanie Johnson,u0000600,ENGN0060 LAWS0144 MATH0053 HIST0012 CBEA0011 HIST0177 CHEM0441 PHYS0028 COMP0494 COMP0392 LAWS0323
Kaylee Williams,u0000601,CBEA0293 HIST0158 LAWS0063 COMP0320 BIOL0401 BIOL0214 CHEM0472 ENGN0275 LAWS0393 HIST0355 CHEM0371 LAWS0444 PHYS0495 PHYS0279 CBEA0416
Ayla Garcia,u0000602,BIOL0109 ENGN0135 MGMT0322 ENGN0230 COMP0136 HIST0041 HIST0482 CBEA0021 BIOL0168 CHEM0046 MGMT0420 MATH0373 CHEM0487 CHEM0206 BIOL0073
Mackenzie Miller,u0000603,MGMT0322 PHYS0090 PHYS0027 ENGN0085 MATH0370 PHYS0006 PHYS0211 MGMT0014 ENGN0093 CBEA0310 PHYS0410
Aurora Smith,u0000604,CBEA0423 LAWS0094 CBEA0287 COMP0067 HIST0243
Eliza Garcia,u0000605,BIOL0315 BUSN0064 HIST0481 HIST0012 CHEM0046 HIST0177 CBEA0294 COMP0108 HIST0243 ENGN0328 CBEA0500 CBEA0300 COMP0067 LAWS0218 MGMT0007
Anastasia Martinez,u0000606,LAWS0124 BIOL0145 CHEM0388 CBEA0262 HIST0355 CBEA0169
Annabelle Rodriguez,u0000607,BIOL0016 ENGN0379 BUSN0166 CHEM0462 ENGN0445 PHYS0363 PHYS0027 ENGN0010 CHEM0013 CHEM0441 CHEM0046 CBEA0500 CBEA0142 BIOL0431 MGMT0233 LAWS0063 PHYS0137 COMP0136 BUSN0260 COMP0285 CHEM0206 PHYS0148
Reagan Wilson,u0000608,ENGN0313 BUSN0497 COMP0249 MATH0357 BUSN0058 COMP0108 HIST0355 MGMT0044 COMP0129 ENGN0138 MGMT0302
Cora Johnson,u0000609,ENGN0072 MATH0022 MATH0473 CHEM0388 ENGN0275 ENGN0458 LAWS0341 CBEA0471 CHEM0025 BIOL0486 CBEA0424
Mia Miller,u0000610,MGMT0181 CBEA0017 HIST0078 MATH0087 MGMT0296 BIOL0052 COMP0108 HIST0216 ENGN0387 ENGN0093 CHEM0467
Violet Brown,u0000611,LAWS0167 CHEM0350 BIOL0221 CHEM0248 ENGN0379 CHEM0415 ENGN0272 BUSN0208 CBEA0231 BIOL0115 MATH0161 CHEM0238 HIST0404 COMP0474 CHEM0317 COMP0105 CBEA0424 CHEM0217
Josephine Martinez,u0000612,BIOL0089 ENGN0230 BIOL0214 BUSN0289 CHEM0388 HIST0449 BIOL0475 CHEM0469 BUSN0098 LAWS0075 CBEA0048 MGMT0007 COMP0496
Julia Davis,u0000613,BUSN0227 COMP0306 LAWS0385 CHEM0312 PHYS0213 BUSN0456
Camila Wilson,u0000614,ENGN0060 MGMT0155 MGMT0358 ENGN0436 MATH0053 MGMT0120 CHEM0222 PHYS0276 PHYS0395 MATH0057 MGMT0428 COMP0474 CBEA0231 BIOL0255 PHYS0246
Presley Brown,u0000615,MGMT0233 CHEM0248 LAWS0097 PHYS0330 MGMT0358 BIOL0401 CBEA0162 COMP0252 BUSN0490 CBEA0471 ENGN0328 HIST0216 BUSN0098 MGMT0281
Penelope Brown,u0000616,MATH0288 CBEA0017 BIOL0401 CBEA0111 BIOL0114 ENGN0104 HIST0189 ENGN0346 LAWS0393 MGMT0453 HIST0216 CBEA0040 MGMT0125
Leilani Moore,u0000617,COMP0343 BIOL0268 BUSN0260 ENGN0455 CBEA0262 COMP0108 MATH0412 CBEA0424 COMP0474 HIST0174 BUSN0380 COMP0199 COMP0106
Ayla Martinez,u0000618,BIOL0034 MGMT0332 PHYS0027 CHEM0349 BUSN0122 ENGN0455 LAWS0228 MGMT0157 COMP0494 CHEM0133 CBEA0297 LAWS0049 BUSN0259 LAWS0421 BIOL0250 CBEA0142
Caroline Jones,u0000619,BIOL0452 ENGN0060 MGMT0233 CBEA0245 CHEM0112 BUSN0227 ENGN0379 PHYS0499 MGMT0215 CHEM0319 HIST0449 MATH0023 MATH0491 ENGN0445 MATH0361 MGMT0125 BUSN0074 CBEA0416
Hannah Martinez,u0000620,COMP0203 PHYS0499 COMP0356 LAWS0144 BIOL0283 BIOL0184 BUSN0291 BUSN0066 MATH0150 BUSN0008
Ella Garcia,u0000621,COMP0203 LAWS0202 COMP0306 MGMT0107 PHYS0314 MATH0370 HIST0177 MGMT0428 COMP0229 CHEM0312 MATH0354 COMP0199 CBEA0038
Mary Taylor,u0000622,CHEM0349 CHEM0319 ENGN0275 MATH0156 HIST0012 BIOL0184 HIST0360 HIST0481 BUSN0042 PHYS0180 BIOL0219 CBEA0118
Zoey Rodriguez,u0000623,PHYS0113 CHEM0350 CHEM0349 BUSN0064 LAWS0171 CBEA0201 HIST0406 BUSN0490 BIOL0082 MGMT0120 HIST0301 MATH0370 HIST0177 BUSN0058 HIST0216 MGMT0044 CHEM0462
Celeste Garcia,u0000624,ENGN0185 ENGN0085 ENGN0272 BUSN0208 BUSN0400 HIST0189 MGMT0453 CHEM0402 MGMT0434 MGMT0464 COMP0047 CBEA0040 BIOL0219 CBEA0048 BUSN0008 HIST0263
Layla Taylor,u0000625,CBEA0162 MATH0053 BUSN0260 ENGN0134 BUSN0146 LAWS0421 PHYS0148 HIST0263 CHEM0217
Alexa Miller,u0000626,CHEM0349 LAWS0063 MGMT0358 CBEA0021 HIST0301 MATH0023 BUSN0291 PHYS0211 BIOL0115 BUSN0380 MATH0164
Brianna Williams,u0000627,ENGN0379 CHEM0369 PHYS0499 COMP0496 CHEM0013 LAWS0385 COMP0290 CHEM0489 CBEA0231 CBEA0102 BIOL0250 MGMT0007 CBEA0194 LAWS0045
Stella Johnson,u0000628,CBEA0162 PHYS0015 ENGN0152 ENGN0135 BUSN0066 ENGN0230 LAWS0386 BIOL0486 CHEM0321 HIST0158 COMP0290 LAWS0381 ENGN0336 COMP0203 CHEM0112 LAWS0197 MGMT0453 CBEA0297 ENGN0173 BUSN0273
Iris Davis,u0000629,MATH0258 LAWS0397 CHEM0013 LAWS0117 CBEA0182 CBEA0316
Brianna Miller,u0000630,MATH0022 MATH0053 LAWS0117 ENGN0328 COMP0129 PHYS0279 COMP0372 BIOL0082 BIOL0196 MATH0023 BUSN0240 COMP0151 CHEM0325 LAWS0094 CBEA0200 LAWS0226 CBEA0293 HIST0126 COMP0493
Mary Smith,u0000631,LAWS0124 COMP0234 PHYS0499 CBEA0201 CHEM0480 MGMT0215 BIOL0305 BIOL0052 ENGN0346 COMP0390 COMP0483 CBEA0282 CHEM0206 CBEA0300 LAWS0427 MGMT0007 CBEA0331
Skylar Jones,u0000632,MATH0032 ENGN0072 CBEA0245 PHYS0015 HIST0012 PHYS0267 LAWS0385 BUSN0454 MATH0057 LAWS0457 ENGN0458 CBEA0310 ENGN0173 COMP0320 MATH0164 LAWS0254
Peyton Miller,u0000633,MGMT0024 CHEM0269 HIST0263 MATH0342 MATH0370 HIST0253 CHEM0046 MGMT0464 LAWS0393 HIST0121 BUSN0098 ENGN0134 COMP0147 BIOL0338 COMP0129 HIST0404 HIST0176
Riley Garcia,u0000634,CHEM0349 LAWS0097 COMP0356 CBEA0162 BIOL0268 ENGN0093 MATH0342 PHYS0211 BUSN0066 MATH0140 CBEA0048 BUSN0101 ENGN0445 CHEM0317 MATH0288
Eliana Moore,u0000635,MGMT0358 ENGN0378 CBEA0201 CBEA0065 COMP0151 ENGN0134 LAWS0049 COMP0129 CHEM0462 MATH0079
Arianna Williams,u0000636,CHEM0349 PHYS0499 MATH0422 BIOL0463 MGMT0107 MGMT0120 LAWS0009 CHEM0046 BUSN0304 LAWS0026 COMP0474 CHEM0206 COMP0129 CBEA0169 ENGN0344
Maya Davis,u0000637,COMP0092 BUSN0227 LAWS0397 ENGN0436 MGMT0215 ENGN0085 PHYS0295 HIST0189 BUSN0195 BUSN0099 BUSN0193 HIST0243
Norah Wilson,u0000638,MGMT0024 CHEM0248 CHEM0269 PHYS0499 ENGN0050 CBEA0065 BUSN0339 CBEA0297 MATH0178 CBEA0048 HIST0128 MATH0298
Isabel Miller,u0000639,MATH0429 LAWS0171 COMP0306 CHEM0037 ENGN0275 MGMT0120 COMP0479 BUSN0407 ENGN0387 CBEA0307 MATH0150 LAWS0075 BUSN0101
Presley Williams,u0000640,MGMT0181 CBEA0340 BIOL0016 BUSN0064 BIOL0175 HIST0413 CHEM0388 MATH0062 COMP0479 CBEA0471 CHEM0371 COMP0285 LAWS0421 MATH0298
Natalia Garcia,u0000641,CHEM0084 CHEM0036 BIOL0175 LAWS0202 CHEM0440 ENGN0104 PHYS0028 COMP0108 MGMT0157 HIST0216 BUSN0259 BUSN0335 BUSN0456 LAWS0075 HIST0224 MATH0068
Zoe Taylor,u0000642,MATH0212 MATH0087 LAWS0100 CHEM0369 ENGN0266 ENGN0275 CHEM0222 CHEM0371 BUSN0066 MGMT0281 MATH0450 CHEM0238 COMP0067 COMP0474 MGMT0125 ENGN0329
Luna Rodriguez,u0000643,PHYS0492 PHYS0113 LAWS0063 BUSN0318 ENGN0436 BUSN0260 LAWS0009 COMP0235 LAWS0393 LAWS0341 PHYS0006 BIOL0219 MGMT0232
Emily Taylor,u0000644,MGMT0155 BIOL0247 CHEM0415 COMP0187 BIOL0184 ENGN0426 ENGN0328 ENGN0419 CBEA0231 CHEM0206 MATH0178 CHEM0238 CBEA0326 COMP0242 ENGN0173 CHEM0321
Julia Brown,u0000645,MGMT0181 PHYS0492 PHYS0137 CBEA0257 HIST0189 HIST0355 MATH0140 MATH0150 BIOL0219 CBEA0169 PHYS0213
Ella Johnson,u0000646,CHEM0141 CHEM0139 HIST0188 ENGN0185 BIOL0255 CHEM0369 MATH0053 COMP0390 MATH0051 CBEA0239 COMP0179 BIOL0073 ENGN0138
Sarah Martinez,u0000647,LAWS0171 MATH0022 MATH0210 CHEM0317 BUSN0366 CHEM0487 MGMT0044 ENGN0367 PHYS0271 ENGN0230 MATH0491 HIST0243
Giselle Jones,u0000648,BUSN0425 MGMT0233 CBEA0245 BUSN0064 BIOL0127 HIST0406 LAWS0094 PHYS0015 HIST0430 MATH0373 COMP0108 ENGN0328 BUSN0066 COMP0474 MATH0354 LAWS0226 COMP0106
Aurora Garcia,u0000649,ENGN0072 MGMT0083 MATH0020 ENGN0378 ENGN0010 HIST0481 MGMT0345 MGMT0296 HIST0482 BUSN0240 CBEA0239 CHEM0371 CHEM0312
Lia Jones,u0000650,BIOL0089 BIOL0315 ENGN0313 ENGN0470 COMP0460 MATH0156 BUSN0400 MATH0023 CBEA0186
Ruby Moore,u0000651,CBEA0162 BIOL0475 ENGN0399 ENGN0351 COMP0108 CBEA0287 BUSN0291 CHEM0133 BUSN0335 BIOL0219 CHEM0371 MGMT0403 CHEM0443
Valentina Smith,u0000652,MGMT0120 CBEA0417 BUSN0166 ENGN0419 MATH0288 MATH0059
Norah Williams,u0000653,BIOL0247 MGMT0274 MATH0473 CBEA0011 ENGN0455 BUSN0240 CBEA0262 ENGN0387 COMP0067 ENGN0138 COMP0242 CBEA0194 COMP0106
Khloe Wilson,u0000654,MGMT0155 BIOL0247 LAWS0117 MGMT0014 PHYS0279 COMP0352 BUSN0066 ENGN0266 MGMT0120 LAWS0393 MATH0057 BUSN0058 COMP0290 LAWS0154 COMP0320 COMP0493 ENGN0419 COMP0285 ENGN0134 COMP0494 LAWS0075
Caroline Brown,u0000655,CBEA0018 LAWS0171 HIST0158 CBEA0111 CHEM0388 LAWS0009 BUSN0195 CHEM0375 COMP0459 BIOL0250 LAWS0427
Katherine Miller,u0000656,BIOL0204 MATH0461 CBEA0262 MATH0051 ENGN0054 MGMT0209 ENGN0135 BUSN0064 MGMT0428 HIST0355 CHEM0489 CBEA0423 HIST0485 ENGN0223 HIST0311 HIST0365 BUSN0260 CHEM0056 HIST0077
Jordyn Williams,u0000657,MGMT0155 BIOL0034 HIST0078 ENGN0436 HIST0485 COMP0493 ENGN0266 BIOL0114 HIST0360 COMP0390 COMP0290 HIST0216 ENGN0134 CHEM0312 MATH0491 BIOL0265 CBEA0118 COMP0106
Isabelle Rodriguez,u0000658,LAWS0124 MGMT0107 CHEM0222 MATH0051 CHEM0462 MATH0491 BIOL0265 CBEA0340 ENGN0327 MATH0370 CBEA0040 PHYS0251 BIOL0486 CBEA0408 BIOL0172 LAWS0218 CBEA0316 BUSN0074 MATH0059 CBEA0021 MGMT0468 BIOL0219
